order_id,customer_id,product,category,price,quantity,city,timestamp,status,is_scheduled,cost,profit,rating,review,revenue
28,1903,Xiaomi Shoes Ultra,Fashion,18840,4,Kolkata,2026-08-04 02:54:56.478484,Cancelled,True,14962.42,15510.33,4,Very satisfied,75360
29,1645,Samsung Headphones Air,Electronics,4496,1,Hyderabad,2026-07-22 02:54:56.478494,Cancelled,False,3263.06,1232.94,5,Superb quality!,4496
30,1329,HP Speaker Pro,Electronics,1779,4,Chennai,2026-07-19 02:54:56.478504,Delivered,False,1251.01,2111.96,5,Fantastic experience,7116
31,1828,Boat Tablet Core,Electronics,12284,1,Chennai,2026-07-15 02:54:56.478514,Cancelled,False,7478.39,4805.61,3,Average experience,12284
32,1546,Xiaomi Speaker Elite,Electronics,23924,5,Hyderabad,2026-08-05 02:54:56.478524,Placed,True,16133.32,38953.4,2,Disappointed,119620
33,1242,Realme Bag Elite,Fashion,48803,1,Kolkata,2026-08-08 02:54:56.478536,Delivered,True,34476.46,14326.54,2,Waste of money,48803
34,1555,Nike T-shirt Mini,Fashion,48872,3,Bangalore,2026-08-06 02:54:56.478546,Cancelled,True,37579.28,33878.17,2,Will not recommend,146616
35,1000,HP Camera Pro,Electronics,32641,1,Bangalore,2026-08-04 02:54:56.478556,Cancelled,True,25476.26,7164.74,1,Will not recommend,32641
36,1022,Zara Jacket Pro,Fashion,40747,2,Mumbai,2026-08-06 02:54:56.478568,Cancelled,True,35679.47,10135.06,3,Average experience,81494
37,1600,Sony Camera X,Electronics,46682,2,Delhi,2026-08-08 02:54:56.478578,Shipped,True,41461.44,10441.12,3,Just okay,93364
38,1178,H&M Jacket Elite,Fashion,20276,3,Pune,2026-08-05 02:54:56.478588,Delivered,True,16982.22,9881.34,4,Worth every penny,60828
39,1181,Zara Router Core,Electronics,37329,5,Pune,2026-07-27 02:54:56.478599,Cancelled,False,26634.81,53470.95,3,Not bad,186645
40,1654,Zara Shoes Edge,Fashion,46506,5,Kolkata,2026-07-07 02:54:56.478613,Placed,False,30443.97,80310.16,3,Works fine,232530
41,1651,Adidas Jacket X,Fashion,33017,2,Delhi,2026-07-11 02:54:56.478624,Placed,False,22167.57,21698.85,3,Not bad,66034
42,1262,JBL Phone Max,Electronics,46962,3,Hyderabad,2026-08-03 02:54:56.478634,Shipped,False,31131.36,47491.93,1,Not worth it,140886
43,1504,Sony Laptop Neo,Electronics,47713,1,Chennai,2026-08-07 02:54:56.478644,Delivered,True,39113.94,8599.06,2,Terrible product,47713
44,1301,Nikon T-shirt Prime,Fashion,36284,4,Delhi,2026-08-07 02:54:56.478655,Cancelled,True,23540.95,50972.21,1,Not satisfied,145136
45,1560,Puma Router Plus,Electronics,17613,1,Delhi,2026-08-06 02:54:56.478666,Cancelled,True,15259.54,2353.46,2,Bad experience,17613
46,1160,Panasonic Camera Max,Electronics,39430,5,Delhi,2026-07-12 02:54:56.478675,Placed,False,28760.12,53349.38,2,Terrible product,197150
47,1098,Puma Router Elite,Electronics,22198,2,Delhi,2026-08-07 02:54:56.478687,Shipped,True,17717.99,8960.03,3,Works fine,44396
48,1301,Dell Headphones Core,Electronics,37971,5,Hyderabad,2026-07-30 02:54:56.478697,Placed,False,26892.91,55390.45,4,Loved it!,189855
49,2000,LG Laptop Edge,Electronics,41465,5,Delhi,2026-07-28 02:54:56.478706,Placed,False,25199.14,81329.3,2,Disappointed,207325
50,1657,Boat Headphones Edge,Electronics,8069,3,Kolkata,2026-07-19 02:54:56.478716,Delivered,False,7007.63,3184.11,3,Okay product,24207
51,1476,Realme T-shirt Elite,Fashion,12616,3,Bangalore,2026-07-23 02:54:56.478725,Cancelled,False,9256.77,10077.69,3,Nothing special,37848
52,1994,Nikon Router Mini,Electronics,18100,5,Hyderabad,2026-08-05 02:54:56.478735,Placed,True,11325.39,33873.05,3,Just okay,90500
53,1902,Zara Jeans Mini,Fashion,15410,5,Mumbai,2026-08-07 02:54:56.478745,Delivered,True,13710.1,8499.52,4,Best purchase ever,77050
54,1693,H&M Phone Edge,Electronics,20085,1,Kolkata,2026-07-06 02:54:56.478756,Placed,False,15076.41,5008.59,5,Best purchase ever,20085
55,1433,Adidas Router Core,Electronics,8382,4,Delhi,2026-08-05 02:54:56.478766,Cancelled,True,7062.16,5279.38,2,Not satisfied,33528
56,1397,Dell Tablet X,Electronics,29033,2,Kolkata,2026-08-08 02:54:56.478776,Shipped,True,20204.79,17656.43,1,Bad experience,58066
57,1115,Nikon Router Pro,Electronics,36679,3,Chennai,2026-07-18 02:54:56.478786,Delivered,False,32099.57,13738.28,1,Terrible product,110037
58,1898,Panasonic Laptop Air,Electronics,10212,5,Chennai,2026-08-04 02:54:56.478796,Placed,True,8534.41,8387.95,5,Worth every penny,51060
59,1039,OnePlus Speaker Air,Electronics,25603,4,Chennai,2026-08-02 02:54:56.478806,Cancelled,False,17477.23,32503.09,2,Terrible product,102412
60,1837,H&M Camera Neo,Electronics,22224,2,Hyderabad,2026-08-07 02:54:56.478816,Shipped,True,19315.09,5817.83,1,Not worth it,44448
61,1307,Apple Laptop Prime,Electronics,20878,3,Pune,2026-07-07 02:54:56.478827,Placed,False,18617.94,6780.19,2,Waste of money,62634
62,1758,Xiaomi Headphones Plus,Electronics,21528,3,Chennai,2026-07-15 02:54:56.478837,Placed,False,14130.56,22192.31,2,Terrible product,64584
63,1138,HP Jacket Ultra,Fashion,34349,3,Hyderabad,2026-08-08 02:54:56.478847,Cancelled,True,21285.56,39190.31,5,Very satisfied,103047
64,1255,Adidas Tablet Plus,Electronics,34859,5,Delhi,2026-08-05 02:54:56.478859,Cancelled,True,30067.78,23956.12,2,Not satisfied,174295
65,1650,OnePlus Tablet Plus,Electronics,3813,3,Delhi,2026-08-06 02:54:56.478872,Shipped,True,3229.81,1749.57,5,Very satisfied,11439
66,1564,Dell Camera X,Electronics,2502,2,Bangalore,2026-07-19 02:54:56.478885,Delivered,False,1634.49,1735.01,4,Best purchase ever,5004
67,1877,LG Laptop Neo,Electronics,11216,3,Mumbai,2026-08-06 02:54:56.478895,Placed,True,8030.32,9557.05,2,Very poor quality,33648
68,1933,JBL Shoes Plus,Fashion,15252,2,Mumbai,2026-07-14 02:54:56.478909,Delivered,False,11499.77,7504.46,1,Will not recommend,30504
69,1433,JBL Shoes Plus,Fashion,11850,5,Chennai,2026-08-05 02:54:56.478933,Shipped,True,9272.66,12886.69,3,Decent quality,59250
70,1406,Sony Bag Max,Fashion,23353,4,Kolkata,2026-07-28 02:54:56.478944,Delivered,False,16128.6,28897.61,5,Best purchase ever,93412
71,1065,Puma T-shirt Prime,Fashion,981,5,Bangalore,2026-07-17 02:54:56.478955,Shipped,False,676.44,1522.79,1,Will not recommend,4905
72,1921,JBL Bag Elite,Fashion,42482,3,Delhi,2026-07-26 02:54:56.478966,Shipped,False,27889.77,43776.68,5,Superb quality!,127446
73,1265,Boat Phone Max,Electronics,39823,4,Chennai,2026-07-13 02:54:56.478976,Cancelled,False,32510.9,29248.41,4,Excellent performance,159292
74,1519,Realme Shoes Prime,Fashion,25945,1,Bangalore,2026-08-06 02:54:56.478986,Cancelled,True,20908.96,5036.04,4,Worth every penny,25945
75,1969,Samsung Jeans X,Fashion,11640,5,Pune,2026-08-06 02:54:56.478998,Placed,True,8627.97,15060.17,3,Not bad,58200
76,1807,Lenovo Headphones Air,Electronics,22496,1,Bangalore,2026-08-06 02:54:56.479009,Cancelled,True,18520.12,3975.88,3,Just okay,22496
77,1966,Apple Bag Max,Fashion,17576,5,Kolkata,2026-07-20 02:54:56.479019,Placed,False,13026.65,22746.77,5,Best purchase ever,87880
78,1205,Nike Bag Core,Fashion,31447,2,Bangalore,2026-08-07 02:54:56.479029,Shipped,True,22765.5,17363.01,2,Waste of money,62894
79,1646,Nike Phone Prime,Electronics,37816,4,Mumbai,2026-08-06 02:54:56.479039,Cancelled,True,31526.53,25157.87,4,Worth every penny,151264
80,1501,HP Headphones Plus,Electronics,42082,1,Hyderabad,2026-08-07 02:54:56.479050,Shipped,True,27892.57,14189.43,2,Waste of money,42082
81,1004,HP Tablet Air,Electronics,6269,2,Delhi,2026-07-14 02:54:56.479060,Delivered,False,4520.06,3497.88,4,Very satisfied,12538
82,1231,Dell Watch Prime,Electronics,13568,3,Pune,2026-08-06 02:54:56.479069,Cancelled,True,8213.73,16062.82,1,Very poor quality,40704
83,1066,Acer Headphones Ultra,Electronics,23067,3,Hyderabad,2026-08-04 02:54:56.479079,Delivered,True,17323.34,17230.98,3,Not bad,69201
84,1923,Sony Jeans X,Fashion,20042,3,Chennai,2026-07-11 02:54:56.479089,Shipped,False,14632.66,16228.03,2,Not worth it,60126
85,1751,JBL Speaker Plus,Electronics,49659,2,Delhi,2026-08-07 02:54:56.479098,Placed,True,33198.31,32921.39,2,Very poor quality,99318
86,1608,Zara Jeans Mini,Fashion,33571,2,Delhi,2026-08-06 02:54:56.479108,Placed,True,23921.28,19299.45,3,Average experience,67142
87,1485,LG Laptop Edge,Electronics,7585,1,Pune,2026-08-04 02:54:56.479120,Delivered,True,5562.04,2022.96,1,Disappointed,7585
88,1428,Lenovo Laptop Edge,Electronics,13967,1,Hyderabad,2026-07-21 02:54:56.479130,Placed,False,11156.07,2810.93,3,Not bad,13967
89,1623,Lenovo Headphones Air,Electronics,7375,5,Mumbai,2026-08-06 02:54:56.479140,Placed,True,6161.28,6068.59,4,Superb quality!,36875
90,1932,Canon Phone Plus,Electronics,17735,5,Mumbai,2026-08-06 02:54:56.479149,Delivered,True,12212.42,27612.92,1,Will not recommend,88675
91,1152,Sony Laptop Elite,Electronics,32000,3,Delhi,2026-08-04 02:54:56.479161,Placed,True,25647.68,19056.97,1,Will not recommend,96000
92,1475,OnePlus Router Mini,Electronics,34035,1,Delhi,2026-08-06 02:54:56.479171,Cancelled,True,25084.66,8950.34,3,Decent quality,34035
93,1871,Puma Router Elite,Electronics,11949,1,Hyderabad,2026-07-23 02:54:56.479180,Shipped,False,8696.47,3252.53,1,Bad experience,11949
94,1274,H&M Camera Neo,Electronics,3507,1,Pune,2026-08-05 02:54:56.479196,Shipped,True,2480.35,1026.65,4,Best purchase ever,3507
95,1855,Puma Shoes Pro,Fashion,24920,3,Chennai,2026-08-04 02:54:56.479207,Delivered,True,17944.27,20927.19,4,Excellent performance,74760
96,1106,Boat Jeans Elite,Fashion,31842,4,Chennai,2026-08-04 02:54:56.479216,Cancelled,True,25755.43,24346.27,1,Waste of money,127368
97,1883,Nike Camera Ultra,Electronics,39215,4,Pune,2026-07-29 02:54:56.479226,Delivered,False,32695.48,26078.09,5,Amazing product!,156860
98,1047,Canon Jacket Core,Fashion,48162,2,Delhi,2026-07-05 02:54:56.479235,Delivered,False,30528.99,35266.02,4,Top notch quality,96324
99,1443,Nike Laptop Plus,Electronics,43424,3,Pune,2026-08-08 02:54:56.479245,Cancelled,True,38793.64,13891.08,3,Okay product,130272
100,1055,Nike Headphones Elite,Electronics,16790,4,Delhi,2026-07-13 02:54:56.479257,Delivered,False,10822.77,23868.91,5,Best purchase ever,67160
101,1328,LG Jacket Edge,Fashion,10784,5,Mumbai,2026-07-07 02:54:56.479267,Delivered,False,9283.13,7504.33,1,Will not recommend,53920
102,1470,Adidas Phone X,Electronics,18729,1,Chennai,2026-08-08 02:54:56.479276,Delivered,True,13503.29,5225.71,2,Bad experience,18729
103,1105,HP Shoes Mini,Fashion,38054,4,Chennai,2026-08-07 02:54:56.479286,Delivered,True,26440.62,46453.51,4,Amazing product!,152216
104,1670,LG Router X,Electronics,2848,5,Pune,2026-08-04 02:54:56.479295,Shipped,True,2469.31,1893.45,5,Superb quality!,14240
105,1484,OnePlus Tablet Plus,Electronics,22838,3,Pune,2026-08-05 02:54:56.479305,Delivered,True,15977.28,20582.17,5,Best purchase ever,68514
106,1560,Nikon Jeans Plus,Fashion,24308,4,Kolkata,2026-08-04 02:54:56.479314,Cancelled,True,14600.82,38828.72,3,Decent quality,97232
107,1260,HP Jacket Prime,Fashion,46512,1,Kolkata,2026-08-05 02:54:56.479326,Delivered,True,29866.97,16645.03,4,Loved it!,46512
108,1110,Lenovo Shoes X,Fashion,12790,1,Hyderabad,2026-07-28 02:54:56.479335,Delivered,False,10837.81,1952.19,2,Not worth it,12790
109,1986,Zara Laptop Neo,Electronics,3547,5,Chennai,2026-08-07 02:54:56.479347,Delivered,True,2828.86,3590.68,5,Highly recommended!,17735
110,1748,Sony TV Core,Electronics,35257,1,Hyderabad,2026-07-08 02:54:56.479356,Delivered,False,30931.36,4325.64,2,Waste of money,35257
111,1280,OnePlus Jeans Core,Fashion,7286,4,Chennai,2026-07-18 02:54:56.479366,Delivered,False,5286.72,7997.13,5,Superb quality!,29144
112,1306,Nike Phone Core,Electronics,22969,3,Hyderabad,2026-07-09 02:54:56.479376,Cancelled,False,14733.56,24706.33,5,Fantastic experience,68907
113,1943,OnePlus Router Elite,Electronics,36401,3,Pune,2026-08-05 02:54:56.479391,Cancelled,True,28656.7,23232.91,3,Could be better,109203
114,1596,Nike Router Edge,Electronics,47056,2,Kolkata,2026-07-12 02:54:56.479401,Placed,False,38973.31,16165.38,5,Top notch quality,94112
115,1025,Canon Router Max,Electronics,44222,4,Chennai,2026-07-06 02:54:56.479411,Delivered,False,37256.66,27861.38,5,Loved it!,176888
116,1859,HP TV Prime,Electronics,3977,1,Delhi,2026-08-06 02:54:56.479420,Cancelled,True,3559.65,417.35,3,Not bad,3977
117,1760,Boat Jeans Elite,Fashion,19842,2,Pune,2026-08-06 02:54:56.479432,Delivered,True,12515.22,14653.56,5,Superb quality!,39684
118,1979,LG Speaker Mini,Electronics,25986,2,Hyderabad,2026-07-12 02:54:56.479442,Placed,False,22814.29,6343.42,4,Very satisfied,51972
119,1933,Puma Watch Elite,Electronics,45401,3,Pune,2026-08-04 02:54:56.479453,Shipped,True,30006.71,46182.87,4,Superb quality!,136203
120,1985,Canon Router Mini,Electronics,47000,3,Mumbai,2026-08-05 02:54:56.479463,Shipped,True,34528.29,37415.13,1,Waste of money,141000
121,1164,Xiaomi Bag Ultra,Fashion,34175,1,Kolkata,2026-08-02 02:54:56.479472,Delivered,False,23366.6,10808.4,3,Not bad,34175
122,1792,Dell Watch Plus,Electronics,17212,1,Pune,2026-07-20 02:54:56.479482,Cancelled,False,10533.44,6678.56,3,Average experience,17212
123,1979,HP T-shirt Elite,Fashion,43877,3,Mumbai,2026-07-09 02:54:56.479491,Shipped,False,27285.54,49774.39,3,Works fine,131631
124,1679,Lenovo Jacket Neo,Fashion,4968,5,Bangalore,2026-08-07 02:54:56.479501,Delivered,True,3117.84,9250.82,2,Very poor quality,24840
125,1684,Adidas Phone X,Electronics,24145,3,Bangalore,2026-08-08 02:54:56.479510,Delivered,True,21706.1,7316.71,1,Bad experience,72435
126,1262,Canon Bag Pro,Fashion,16251,5,Kolkata,2026-08-04 02:54:56.479522,Shipped,True,11609.91,23205.47,1,Terrible product,81255
127,1328,H&M Router Plus,Electronics,19035,1,Kolkata,2026-07-18 02:54:56.479532,Delivered,False,14200.9,4834.1,3,Works fine,19035
128,1855,OnePlus Jacket Neo,Fashion,6788,2,Delhi,2026-08-04 02:54:56.479542,Cancelled,True,5437.87,2700.26,2,Terrible product,13576
129,1089,Lenovo Headphones Pro,Electronics,35742,4,Delhi,2026-08-05 02:54:56.479552,Placed,True,26369.29,37490.85,3,Average experience,142968
130,1461,Sony Camera Air,Electronics,12164,3,Pune,2026-08-08 02:54:56.479562,Cancelled,True,10622.77,4623.68,4,Very satisfied,36492
131,1774,Realme Shoes Prime,Fashion,28878,3,Pune,2026-08-07 02:54:56.479572,Placed,True,21960.28,20753.15,5,Loved it!,86634
132,1288,Puma Phone Max,Electronics,3482,1,Hyderabad,2026-07-05 02:54:56.479583,Placed,False,2391.96,1090.04,3,Okay product,3482
133,1139,LG Phone Max,Electronics,29183,4,Pune,2026-07-08 02:54:56.479593,Placed,False,21659.51,30093.94,5,Superb quality!,116732
134,1126,Lenovo Phone Elite,Electronics,36264,3,Delhi,2026-08-06 02:54:56.479602,Shipped,True,32174.06,12269.83,1,Waste of money,108792
135,1422,Sony TV Core,Electronics,38033,5,Pune,2026-07-17 02:54:56.479612,Placed,False,26296.3,58683.52,3,Works fine,190165
136,1117,Adidas Tablet Plus,Electronics,34090,2,Mumbai,2026-08-05 02:54:56.479622,Cancelled,True,26762.88,14654.24,3,Works fine,68180
137,1100,Puma Camera X,Electronics,37678,1,Mumbai,2026-07-14 02:54:56.479632,Placed,False,25892.16,11785.84,1,Disappointed,37678
138,1291,Adidas Watch Plus,Electronics,38549,4,Kolkata,2026-07-23 02:54:56.479642,Cancelled,False,30892.73,30625.07,2,Bad experience,154196
139,1579,HP Bag Edge,Fashion,13181,3,Kolkata,2026-07-20 02:54:56.479653,Shipped,False,10345.8,8505.59,3,Not bad,39543
140,1283,Sony Watch Pro,Electronics,21231,4,Hyderabad,2026-08-04 02:54:56.479663,Shipped,True,14306.56,27697.75,2,Terrible product,84924
141,1564,Zara Jacket Core,Fashion,9301,3,Delhi,2026-07-20 02:54:56.479672,Delivered,False,6581.6,8158.21,3,Nothing special,27903
142,1751,HP Camera Pro,Electronics,42806,5,Pune,2026-08-06 02:54:56.479684,Cancelled,True,37129.46,28382.71,2,Disappointed,214030
143,1787,H&M Jeans Pro,Fashion,48172,1,Kolkata,2026-08-08 02:54:56.479694,Placed,True,40647.18,7524.82,5,Very satisfied,48172
144,1401,Nikon Phone X,Electronics,2902,5,Mumbai,2026-07-17 02:54:56.479703,Delivered,False,2310.49,2957.54,2,Not worth it,14510
145,1678,Canon Jacket Air,Fashion,39140,3,Mumbai,2026-08-07 02:54:56.479713,Placed,True,28143.05,32990.85,5,Amazing product!,117420
146,1753,Asus Headphones Air,Electronics,40741,2,Pune,2026-08-07 02:54:56.479724,Cancelled,True,26634.17,28213.67,5,Highly recommended!,81482
147,1043,Apple Bag Pro,Fashion,24014,1,Pune,2026-08-07 02:54:56.479734,Cancelled,True,14861.26,9152.74,3,Works fine,24014
148,1105,Lenovo Headphones Pro,Electronics,34440,3,Pune,2026-07-19 02:54:56.479744,Delivered,False,29772.2,14003.41,1,Not worth it,103320
149,1601,Zara Router Core,Electronics,34668,3,Pune,2026-07-16 02:54:56.479753,Cancelled,False,24718.21,29849.37,4,Worth every penny,104004
150,1498,HP Headphones Ultra,Electronics,5601,5,Hyderabad,2026-07-22 02:54:56.479763,Cancelled,False,4228.26,6863.7,3,Could be better,28005
151,1216,Canon Phone Pro,Electronics,40097,1,Mumbai,2026-08-07 02:54:56.479773,Cancelled,True,26824.78,13272.22,5,Excellent performance,40097
152,1691,Canon Shoes X,Fashion,10812,3,Chennai,2026-08-05 02:54:56.479784,Delivered,True,9118.32,5081.04,1,Will not recommend,32436
153,1137,Samsung Headphones Air,Electronics,14308,5,Pune,2026-08-07 02:54:56.479796,Placed,True,9630.73,23386.35,2,Waste of money,71540
154,1613,Canon Laptop Ultra,Electronics,3068,5,Kolkata,2026-08-04 02:54:56.479806,Cancelled,True,2078.5,4947.49,2,Terrible product,15340
155,1174,JBL Router Max,Electronics,1720,3,Mumbai,2026-08-05 02:54:56.479816,Delivered,True,1344.97,1125.1,4,Top notch quality,5160
156,1171,Canon Watch Pro,Electronics,27420,5,Pune,2026-08-08 02:54:56.479825,Cancelled,True,21578.54,29207.3,5,Excellent performance,137100
157,1207,Boat Shoes Neo,Fashion,22957,4,Kolkata,2026-08-05 02:54:56.479835,Delivered,True,16428.91,26112.34,1,Not satisfied,91828
158,1039,Adidas Tablet Ultra,Electronics,33553,4,Hyderabad,2026-08-08 02:54:56.479844,Placed,True,21917.71,46541.14,5,Best purchase ever,134212
159,1918,Zara Jacket Prime,Fashion,33486,1,Hyderabad,2026-08-07 02:54:56.479854,Cancelled,True,29152.76,4333.24,5,Amazing product!,33486
160,1960,Samsung Watch Ultra,Electronics,43048,4,Hyderabad,2026-07-23 02:54:56.479865,Placed,False,34838.44,32838.25,4,Superb quality!,172192
161,1290,Canon Phone Pro,Electronics,25484,3,Kolkata,2026-08-07 02:54:56.479875,Cancelled,True,17236.24,24743.28,2,Bad experience,76452
162,1532,Nikon Bag Air,Fashion,36133,4,Delhi,2026-07-28 02:54:56.479884,Placed,False,29366.9,27064.39,1,Bad experience,144532
163,1259,Asus Jacket Plus,Fashion,43396,2,Bangalore,2026-07-21 02:54:56.479894,Shipped,False,27425.19,31941.63,4,Best purchase ever,86792
164,1423,OnePlus Jacket Prime,Fashion,35634,4,Kolkata,2026-07-15 02:54:56.479904,Shipped,False,31982.93,14604.3,4,Superb quality!,142536
165,1792,Nikon Camera Max,Electronics,37040,4,Pune,2026-08-06 02:54:56.479913,Delivered,True,25043.98,47984.09,3,Could be better,148160
166,1219,Nikon Router Pro,Electronics,48720,2,Kolkata,2026-08-05 02:54:56.479958,Delivered,True,40677.92,16084.15,2,Bad experience,97440
167,1843,Nikon TV Max,Electronics,22679,5,Mumbai,2026-08-05 02:54:56.479972,Delivered,True,20170.05,12544.77,1,Bad experience,113395
168,1741,Acer Speaker Ultra,Electronics,39837,4,Chennai,2026-08-04 02:54:56.479982,Shipped,True,26552.6,53137.61,1,Not satisfied,159348
169,1449,H&M Watch Max,Electronics,26756,5,Delhi,2026-07-12 02:54:56.479991,Placed,False,23644.67,15556.64,2,Will not recommend,133780
170,1715,Zara Tablet Air,Electronics,43549,5,Mumbai,2026-07-28 02:54:56.480001,Placed,False,36371.59,35887.03,5,Fantastic experience,217745
171,1798,Adidas Jeans Air,Fashion,11607,1,Chennai,2026-07-27 02:54:56.480011,Placed,False,10361.5,1245.5,1,Disappointed,11607
172,1562,Asus Phone Elite,Electronics,44386,4,Bangalore,2026-07-16 02:54:56.480022,Cancelled,False,33525.76,43440.97,1,Bad experience,177544
173,1952,Adidas Watch Plus,Electronics,37142,5,Chennai,2026-07-23 02:54:56.480034,Shipped,False,24806.72,61676.4,2,Will not recommend,185710
174,1348,HP Tablet Plus,Electronics,804,3,Delhi,2026-08-07 02:54:56.480044,Placed,True,617.14,560.57,5,Excellent performance,2412
175,1788,LG Headphones Prime,Electronics,34138,3,Mumbai,2026-07-12 02:54:56.480054,Delivered,False,30376.56,11284.32,5,Top notch quality,102414
176,1391,HP Jacket Pro,Fashion,22760,4,Pune,2026-07-06 02:54:56.480064,Placed,False,16946.89,23252.43,3,Okay product,91040
177,1254,Asus Shoes Mini,Fashion,14942,2,Bangalore,2026-07-21 02:54:56.480074,Shipped,False,11280.48,7323.04,1,Disappointed,29884
178,1915,Puma Shoes Pro,Fashion,26644,3,Kolkata,2026-08-08 02:54:56.480083,Cancelled,True,19795.6,20545.19,3,Works fine,79932
179,1211,OnePlus Camera Ultra,Electronics,12478,2,Mumbai,2026-07-11 02:54:56.480093,Cancelled,False,8365.98,8224.04,2,Disappointed,24956
180,1628,Zara Tablet Air,Electronics,16864,5,Delhi,2026-07-30 02:54:56.480104,Placed,False,10724.89,30695.55,1,Will not recommend,84320
181,1502,Canon Tablet Edge,Electronics,35986,1,Mumbai,2026-07-23 02:54:56.480114,Shipped,False,26906.81,9079.19,5,Excellent performance,35986
182,1962,Canon Tablet Edge,Electronics,33997,3,Kolkata,2026-07-27 02:54:56.480124,Cancelled,False,20950.46,39139.61,4,Top notch quality,101991
183,1323,JBL Bag Max,Fashion,33430,3,Pune,2026-07-07 02:54:56.480133,Cancelled,False,24643.22,26360.34,1,Will not recommend,100290
184,1191,Canon Shoes Core,Fashion,1274,2,Kolkata,2026-07-16 02:54:56.480143,Placed,False,888.78,770.44,5,Excellent performance,2548
